Dam Name,NID ID,Owner Types,Primary Owner Type,Number of Associated Structures,Primary Purpose,Latitude,Longitude,State,Distance to Nearest City (Miles),State Regulated Dam,Federally Regulated Dam,Built Under the Authority of the Secretary of Agriculture,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Inspection Frequency,Hazard Potential Classification,Condition Assessment,Inundation Maps Added to NID?
Longhorn-Llama Pond,LA00678,Private,Private,,Recreation,32.26947369,-93.98949804,Louisiana,3.85,Yes,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,15,15,15,15,Less than 25 feet,3900,58000,2017,Since 2000,186,186,150,36,68,909,Uncontrolled,70,5,Low,Fair,No
Upper Pecan Bayou WS SCS Site 30 Dam,TX04729,Local Government,Local Government,0,Flood Risk Reduction,32.034911,-99.024717,Texas,1,Yes,No,Yes,Earth,Earth,,,34,34,34,34,25-50 feet,3725,153058,1975,1970-1979,2072,2072,193,36,5.39,4807,Uncontrolled,127,2,Significant,Poor,No
Lower Brushy Creek WS SCS Site 4a Dam,TX01338,Local Government,Local Government,0,Flood Risk Reduction,30.624661,-97.305941,Texas,,Yes,No,Yes,Earth,Earth,,,35,35,35,35,25-50 feet,2950,200000,1961,1960-1969,1858,1858,197,36,3,2916,Uncontrolled,208,5,Significant,Fair,No
Lower Plum Creek WS SCS Site 29 Dam,TX03432,Local Government,Local Government,0,Flood Risk Reduction,29.850007,-97.499341,Texas,,Yes,No,Yes,Earth,Earth,,,34,34,34,34,25-50 feet,2670,160980,1971,1970-1979,2337,2337,156,36,4.88,3751,Uncontrolled,202,5,High,Not Rated,No
SCS-Upper Clear Boggy Creek Site-42,OK01291,State,State,0,Flood Risk Reduction,34.716242,-96.603222,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,29,29,29,29,25-50 feet,2550,0,1962,1960-1969,1778,1778,151,36,,8350,Controlled,1,5,Low,Not Rated,No
Powell Creek W/S Dam Site 3,AL00131,Private,Private,0,Flood Risk Reduction,32.48,-87.69,Alabama,,No,No,Yes,Earth,Earth,Earth,Soil,21,21,21,21,Less than 25 feet,2500,84277,1984,1980-1989,3413,3413,51,36,5,1787,Uncontrolled,100,5,Low,Not Rated,No
Green Gate Farms Dam,MO31989,Private,Private,0,,38.63205902,-90.84195861,Missouri,,Yes,No,No,Earth,Earth,Earth,Rock;Soil,46,,46,46,25-50 feet,2475,0,1994,1990-1999,575,575,575,36,0.73,2450,Uncontrolled,50,2,High,Satisfactory,No
Upper Brushy Creek WS SCS Site 7 Dam,TX01365,Local Government,Local Government,0,Flood Risk Reduction,30.507858,-97.766405,Texas,5,Yes,No,Yes,Earth,Earth,Earth,Rock;Soil,54,54,54,54,51-100 feet,2365,261300,1965,1960-1969,5587,5587,270,36,15.8,44792,Uncontrolled,332.5,5,High,Satisfactory,No
Sunnyhill Structure E-1,FL65500,Local Government,Local Government,0,Recreation,29.074019,-81.865736,Florida,12,Yes,No,No,Earth,Earth,Earth,Rock;Soil,12,9,,12,Less than 25 feet,2313,1428,2007,Since 2000,12899,12899,24,36,,,Controlled,15,,High,Fair,No
Pilot Grove Creek WS SCS Site 39 Dam,TX00398,Local Government,Local Government,0,Flood Risk Reduction,33.377569,-96.350012,Texas,,Yes,No,Yes,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Soil,45,45,45,45,25-50 feet,2300,128015,1970,1970-1979,2361,2361,200,36,3.16,5084,Uncontrolled,206,5,Significant,Not Rated,No
Upper Brushy Creek WS SCS Site 25 Dam,TX01339,Local Government,Local Government,0,Flood Risk Reduction,30.577357,-97.482664,Texas,4,Yes,No,Yes,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Rock;Soil,35,35,35,35,25-50 feet,2222,162651,1975,1970-1979,1728,1728,196,36,3.4,3897,Uncontrolled,202,5,High,Fair,No
SCS-Upper Black Bear Creek Site-32,OK01212,State,State,0,Flood Risk Reduction,36.407893,-97.660918,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,30,30,30,30,25-50 feet,2100,0,1972,1970-1979,1182,1182,210,36,,4465,Controlled,2,5,Low,Not Rated,No
Caney Creek WS SCS Site 1 Dam,TX02126,Local Government,Local Government,0,Flood Risk Reduction,33.58779,-96.385405,Texas,2,Yes,No,Yes,Earth,Earth,,,47,47,47,47,25-50 feet,1850,178830,1975,1970-1979,2161,2161,199,36,3.7,2714,Uncontrolled,131.33,5,High,Not Rated,No
Aquilla-Hackberry Ck WS SCS Site 19a Dam,TX04909,Local Government,Local Government,0,Flood Risk Reduction,32.06924,-97.134987,Texas,,Yes,No,Yes,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,30,31,35,35,25-50 feet,1800,78032,1980,1980-1989,928,928,178,36,1.57,990,Uncontrolled,92,5,Significant,Not Rated,No
Howards Lake,CO02328,Private,Private,0,Irrigation,40.492418,-104.553829,Colorado,3,Yes,No,No,Earth,Earth,,,18,18,18,18,Less than 25 feet,1800,1100,1920,1920-1929,506,506,115,36,0,30,None,3,6,Low,Fair,No
SCS-Timber Creek Site-7,OK00020,State,State,0,Flood Risk Reduction,35.388957,-99.61457,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,49,44,49,49,25-50 feet,1750,0,1963,1960-1969,2046,2046,491,36,,5569,Controlled,2,3,Significant,Fair,No
Beaver,CO00397,Private,Private,0,Irrigation,38.82155,-107.449081,Colorado,11,Yes,No,No,Earth,Earth,Earth,Rock;Soil,100,113,113,113,Greater than 100 feet,1670,22217,1958,1950-1959,1850,1850,1600,36,6,988,None,22,1,High,Fair,No
Lower Magurrewock Dam,ME96141,Federal,Federal,0,Fish and Wildlife Pond,45.151112,-67.28611,Maine,,Yes,Yes,No,Earth,Earth,,Soil,8,8,8,8,Less than 25 feet,1670,21650,1957,1950-1959,180,180,108,36,0.45,265,Controlled,63,5,Low,Fair,No
SCS-Upper Black Bear Creek Site-30,OK01214,State,State,0,Flood Risk Reduction,36.392382,-97.594189,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,42,42,42,42,25-50 feet,1650,0,1964,1960-1969,1650,1650,228,36,,5490,Controlled,2,5,Low,Not Rated,No
Red Bird,OK10041,Private,Private,0,Recreation,35.508227,-96.446919,Oklahoma,2,Yes,No,No,Earth,Earth,Earth,Soil,40,40,40,40,25-50 feet,1540,0,1940,1940-1949,1500,1500,650,36,,660,Controlled,2,5,Low,Not Rated,No
Allen Lake,CO00169,Private,Private,0,Irrigation,40.140469,-105.284099,Colorado,9,Yes,No,No,Earth,Earth,,,24,20,24,24,Less than 25 feet,1525,23486,1928,1920-1929,865,865,700,36,0,8821,Uncontrolled,204,2,Significant,Satisfactory,No
SCS-Kickapoo Sandy Creek Site-K3,OK02021,State,State,0,Flood Risk Reduction,34.628128,-97.09288,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,39,35,39,39,25-50 feet,1480,0,1963,1960-1969,928,928,203,36,,2366,Controlled,2,5,Low,Not Rated,No
Bayou Dupont No 9,LA00062,Private,Private,0,Flood Risk Reduction,31.714,-93.334,Louisiana,1,Yes,No,Yes,Earth,Earth,Earth,Soil,22,22,28,28,25-50 feet,1440,26628,1959,1950-1959,658,658,215,36,0.94,6400,Uncontrolled,12,3,Significant,Fair,No
SCS-Turkey Creek Site-3,OK83018,State,State,0,Flood Risk Reduction,36.308267,-97.988466,Oklahoma,,Yes,No,Yes,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,35,35,38,38,25-50 feet,1440,0,2009,Since 2000,1069,1069,227,36,2.54,33,Controlled,2,5,Low,Not Rated,No
SCS-Timber Creek Site-4,OK00017,State,State,0,Flood Risk Reduction,35.394132,-99.600518,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,34,30,34,34,25-50 feet,1380,0,1963,1960-1969,651,651,180,36,,8050,Controlled,1,5,Low,Not Rated,No
East Fork Above Lavon WS SCS Site 11 Dam,TX01154,Local Government,Local Government,0,Flood Risk Reduction,33.302343,-96.689658,Texas,8,Yes,No,Yes,Earth,Earth,Earth,Soil,48,48,48,48,25-50 feet,1303,138327,1952,1950-1959,1277,1277,260,36,2.27,6902,Uncontrolled,201,5,High,Not Rated,No
SCS-Wildhorse Creek Site-041,OK01173,State,State,0,Flood Risk Reduction,34.583785,-97.63855,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,35,35,35,35,25-50 feet,1290,0,1962,1960-1969,768,768,234,36,,2475,Controlled,2,5,Low,Not Rated,No
SCS-Sandstone Creek Site-010,OK00023,State,State,0,Flood Risk Reduction,35.464628,-99.54737,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,46,42,46,46,25-50 feet,1220,0,1951,1950-1959,706,706,411,36,,2532,Controlled,2,5,Low,Not Rated,No
SCS-Big Kiowa Creek Site-2,OK01006,State,State,0,Flood Risk Reduction,35.533383,-99.445109,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,42,42,42,42,25-50 feet,1200,0,1953,1950-1959,1840,1840,286,36,,642,Controlled,2,5,Low,Not Rated,No
SCS-Upper Black Bear Creek Site-57,OK12123,State,State,0,Flood Risk Reduction,36.314379,-97.365799,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,36,36,36,36,25-50 feet,1200,0,1976,1970-1979,1357,1357,227,36,,2900,Controlled,2,5,Low,Not Rated,No
Pomona Lake No. 1,CO01328,Private,Private,0,Flood Risk Reduction,39.851439,-105.102834,Colorado,0,Yes,No,No,Earth,Earth,,,6,9,9,9,Less than 25 feet,1150,13107,1902,1900-1909,255,255,165,36,0,210,Uncontrolled,22.5,6,Low,Not Rated,No
SCS-Rainy Mountain Creek Site-32,OK20692,State,State,0,Flood Risk Reduction,35.107707,-98.906894,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,30,27,30,30,25-50 feet,1127,0,1977,1970-1979,626,626,158,36,,3340,Controlled,1,5,Low,Not Rated,No
SCS-Barnitz Creek Site-035,OK00611,State,State,0,Flood Risk Reduction,35.793921,-99.24281,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,44,39,44,44,25-50 feet,1090,0,1955,1950-1959,516,516,289,36,,1845,Controlled,2,5,Low,Not Rated,No
Franktown Parker Fpa-6,CO00272,Local Government,Local Government,0,Flood Risk Reduction,39.213063,-104.776117,Colorado,7,Yes,No,Yes,Earth,Earth,,,20,26,26,26,25-50 feet,1072,42970,1963,1960-1969,399,399,255,36,7,2314,None,110,3,Low,Not Rated,No
Hall Lake,OK00696,Private,Private,0,Flood Risk Reduction,34.83407049,-99.92589924,Oklahoma,5,Yes,No,No,Earth,Earth,Earth,Soil,40,35,40,40,25-50 feet,1050,0,1954,1950-1959,330,330,288,36,,1278,Controlled,2,5,Low,Not Rated,No
SCS-Cavalry Creek Site-13,OK01141,State,State,0,Flood Risk Reduction,35.21677,-99.018594,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,32,32,32,32,25-50 feet,1000,0,1957,1950-1959,817,817,334,36,,3750,Controlled,2,5,Low,Not Rated,No
Montague Lake Dam,TX02917,Private,Private,0,Water Supply,29.760735,-99.12559,Texas,5,Yes,No,No,Earth,Earth,Earth,Rock,41,41,41,41,25-50 feet,985,0,1947,1940-1949,900,900,500,36,2,3067.1,Uncontrolled,265,5,High,Not Rated,No
Morris Lake,OK01361,Local Government,Local Government,0,Recreation,35.632758,-95.867061,Oklahoma,23,Yes,No,No,Rockfill,Rockfill,,Rock;Soil,27,27,27,27,25-50 feet,950,0,1920,1920-1929,940,940,460,36,,36000,Controlled,2,5,Low,Not Rated,No
Campbell Lake Dam,TX07282,Private,Private,0,,30.619738,-95.561934,Texas,,No,No,No,Earth,Earth,,,20,0,0,20,Less than 25 feet,930,0,1995,1990-1999,288,288,185.6,36,1.08,5194,Uncontrolled,128,,Significant,Not Rated,No
Sayersbrook Dam,MO30112,Private,Private,0,Recreation,37.98667,-90.92556,Missouri,6,Yes,No,No,Earth,Earth,,,67,,67,67,51-100 feet,920,190000,1971,1970-1979,1080,1080,708,36,1.28,3920,Uncontrolled,33,,High,Unsatisfactory,No
Fairview,CO00482,Public Utility,Public Utility,0,Water Supply,38.477332,-107.778214,Colorado,3,Yes,No,No,Earth,Earth,Earth,Soil,45,49,58,58,51-100 feet,900,790,1968,1960-1969,540,540,350,36,0,2600,Uncontrolled,100,1,High,Fair,No
Glaser Lake No 1 Dam,TX02387,Private,Private,0,Other,30.857873,-97.123482,Texas,,No,No,No,Earth,Earth,,,21,21,21,21,Less than 25 feet,900,0,1962,1960-1969,456,456,247,36,0,3134,Uncontrolled,35,,Low,Not Rated,No
Duncan Dam,MI00426,Private,Private,0,Recreation,43.78833333,-84.825,Michigan,5,Yes,No,No,Earth,Earth,,,27,25,27,27,25-50 feet,900,0,1967,1960-1969,472,472,391,36,0.43,100,Uncontrolled,12,5,Low,Satisfactory,No
Magee Lake Dam,MO31011,Private,Private,0,"Fire Protection, Stock, Or Small Fish Pond",39.29850233,-90.9984529,Missouri,8.7,Yes,No,No,Earth,Earth,Earth,Soil,42,,42,42,25-50 feet,900,170000,1973,1970-1979,645,645,489,36,0.23,200,Uncontrolled,20,3,High,Satisfactory,No
Lake Timber Ridge Dam,MO30762,Private,Private,0,Recreation,38.46938438,-91.60029578,Missouri,23,Yes,No,No,Earth,Earth,,,43,,43,43,25-50 feet,900,110000,1971,1970-1979,810,810,680,36,0.96,3076,Uncontrolled,43,5,High,Satisfactory,No
SCS-Leader-Mid Clr Boggy Cr Site-14,OK10650,State,State,0,Flood Risk Reduction,34.640257,-96.428709,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,24,24,24,24,Less than 25 feet,900,0,1965,1960-1969,841,841,116,36,,5150,Controlled,1,3,Significant,Fair,No
Fish Lake Dam,LA00330,Private,Private,0,Recreation,32.6711,-93.9153,Louisiana,3,Yes,No,No,Earth,Earth,Earth,Soil,13,12,16,16,Less than 25 feet,880,14500,1955,1950-1959,234,234,180,36,1.5,954,Uncontrolled,60,5,Low,Fair,No
Dd No H-26 (Timber Lake),KS04454,Local Government,Local Government,0,Flood Risk Reduction,38.407968,-95.075127,Kansas,4,Yes,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,53,44,,53,51-100 feet,880,145000,,Undetermined,912,912,544,36,0.88,1214,Uncontrolled,40,,Low,,No
Mccredie Experiment Station,MO10882,State,State,0,Fish and Wildlife Pond,38.94694444,-91.90888889,Missouri,,No,No,No,Earth,Earth,Earth,Soil,25,25,25,25,25-50 feet,875,20000,1940,1940-1949,133,133,107,36,1071,100,Uncontrolled,10,0,Low,Not Rated,No
L E D E,CO00934,Local Government,Local Government,0,Irrigation,39.466678,-106.7789,Colorado,17,Yes,No,No,Earth,Earth,Earth,Rock;Soil,57,57,53,57,51-100 feet,825,117000,1931,1930-1939,1153,1153,953,36,1,1764,Uncontrolled,30,1,High,Fair,No
Magic Valley Lake Dam,TX03079,Private,Private,0,Irrigation,33.495804,-94.987125,Texas,,Yes,No,No,Earth,Earth,,,27,27,27,27,25-50 feet,800,0,1961,1960-1969,1475,1475,497,36,2.2,3510,Uncontrolled,95,,Low,Not Rated,No
Albion Lake,CO00212,Local Government,Local Government,0,Water Supply,40.045263,-105.60233,Colorado,19,Yes,No,No,Concrete,Concrete;Gravity,,,36,36,36,36,25-50 feet,780,58000,1913,1910-1919,700,700,560,36,2,495,Uncontrolled,28,2,Significant,Fair,No
Streeter,WY00996,Private,Private,0,Irrigation,43.7973,-106.1314,Wyoming,65,Yes,No,No,Earth,Earth,Earth,Soil,32,25,32,32,25-50 feet,700,43874,1951,1950-1959,536,536,323,36,0,0,,60,5,Low,Fair,No
Milan Lake Dam South,MO10398,Local Government,Local Government,0,Water Supply,40.1974725,-93.10470295,Missouri,1,Yes,No,No,Earth,Earth,,,36,,36,36,25-50 feet,700,95000,1940,1940-1949,562,562,562,36,1.04,847,Uncontrolled,20,5,Low,Satisfactory,No
Wildlife Lake Dam,IL00400,Local Government,Local Government,0,Water Supply,38.34597,-89.17887,Illinois,,Yes,No,No,Earth,Earth,Earth,Soil,30,,,30,25-50 feet,660,0,1941,1940-1949,412,412,142,36,1.2,1561,Uncontrolled,38,3,Significant,Not Available,No
Lost Pine Lake Dam,TX00257,Private,Private,0,Recreation,32.315316,-95.415162,Texas,7,Yes,No,No,Earth,Earth,Earth,Rock;Soil,23,23,23,23,Less than 25 feet,600,0,1929,1920-1929,568,568,313,36,2.95,2,Uncontrolled,103,5,High,Fair,No
Upper,WY01065,Private,Private,0,Irrigation,44.1562,-107.4699,Wyoming,0,Yes,No,No,Earth,Earth,Earth,Soil,15,12,15,15,Less than 25 feet,600,6879,1922,1920-1929,373,373,125,36,0,0,Uncontrolled,20,5,Low,Fair,No
Crain,WY00778,Private,Private,0,Irrigation,43.9674,-106.4943,Wyoming,0,Yes,No,No,Earth,Earth,Earth,Soil,20,15,20,20,Less than 25 feet,588,17200,1958,1950-1959,400,400,220,36,2.3,655,Uncontrolled,105,5,Low,Fair,No
Old Mines Tailings Dam,MO30706,Private,Private,0,Tailings,38.0190936,-90.73993058,Missouri,1,Yes,No,No,Earth,Earth;Other,,,61,,61,61,51-100 feet,560,110000,1980,1980-1989,286,286,126,36,0.51,2816,Uncontrolled,40,2,High,Satisfactory,No
Loyalton  (Stafford),SD00656,Federal,Federal,0,Recreation,45.274086,-99.206879,South Dakota,0,Yes,No,No,Earth,Earth,Earth,Soil,33,33,33,33,25-50 feet,550,15000,1934,1930-1939,460,460,214,36,3,211,Uncontrolled,3,0,Low,,No
Craig #2,CO00304,Private,Private,0,Irrigation,38.708338,-108.705577,Colorado,22,Yes,No,No,Earth,Earth,Earth,Rock;Soil,47,52,55,55,51-100 feet,526,52904,1960,1960-1969,911,911,615,36,4,3970,Uncontrolled,50,2,Significant,Fair,No
Good No. 1,WY00424,Private,Private,0,Irrigation,41.445833,-107.070833,Wyoming,65,Yes,No,No,Earth,Earth,Earth,Soil,20,13,20,20,Less than 25 feet,452,10880,1951,1950-1959,230,230,191,36,0,0,Uncontrolled,60,5,Low,Fair,No
Poose Creek,CO00981,State,State,0,Recreation,40.132295,-107.258383,Colorado,40,Yes,No,No,Earth,Earth,,,30,35,41,41,25-50 feet,435,33067,1969,1960-1969,544,544,278,36,3,2764,Uncontrolled,40,6,Low,Not Rated,No
Betts Pond Route 113 Dam,DE00066,State,State,0,Recreation,38.59515,-75.31242,Delaware,0.4,Yes,No,No,Gravity,Gravity;Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,10,,,10,Less than 25 feet,401,0,,Undetermined,329,329,131,36,17.2,994,Uncontrolled,46,1,High,Fair,No
Little Sister Lake Dam,IL01175,Public Utility,Public Utility,0,Recreation,40.46052,-90.05884,Illinois,2,Yes,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,38,,,38,25-50 feet,380,0,1965,1960-1969,221,221,111,36,,,Uncontrolled,11,5,Low,Not Available,No
Coon Creek #2,CO00950,Private,Private,0,Irrigation,39.064968,-108.062663,Colorado,9,Yes,No,No,Earth,Earth,Earth,Rock;Soil,12,12,12,12,Less than 25 feet,373,3233,1900,1900-1909,313,313,195,36,0,209,Uncontrolled,16,6,Low,Not Rated,No
North Spring Creek,WY00398,Private,Private,0,Irrigation,41.213056,-107.0675,Wyoming,57,Yes,No,No,Earth,Earth,Earth,Soil,31,27,31,31,25-50 feet,320,4500,1958,1950-1959,922,922,814,36,2.5,520,Uncontrolled,30,5,High,Poor,No
Old Fur Farm Dam,MI00331,State,State,0,Other,44.105,-84.925,Michigan,18,Yes,No,No,Earth,Earth,,,9,8,9,9,Less than 25 feet,300,0,1949,1940-1949,1200,1200,530,36,40,980,Controlled,40,5,Low,Satisfactory,No
Ben Ficklin Dam,TX04415,Local Government,Local Government,0,Water Supply,31.414079,-100.44235,Texas,2,Yes,No,No,Gravity,Gravity,Concrete,,24,24,24,24,Less than 25 feet,288,0,1918,1910-1919,515,515,316,36,0.9,1,Uncontrolled,238,5,High,Fair,No
Primary Spoils Dam,MO32037,Private,Private,0,,37.3510238,-90.69639722,Missouri,,Yes,No,No,Earth,Earth;Rockfill,Earth,Rock,50,,50,50,51-100 feet,250,65000,1988,1980-1989,720,720,600,36,0.15,80,Uncontrolled,75,3,High,Satisfactory,No
Hamilton Marsh Dam,MI01234,Federal,Federal,0,Fish and Wildlife Pond,46.04377222,-86.82398889,Michigan,0,Yes,Yes,No,Earth,Earth,Earth,Soil,7,6,9,9,Less than 25 feet,200,735,1966,1960-1969,108,108,61,36,2,43,Uncontrolled,12,10,Low,Not Rated,No
Potter Hill,RI01409,Private,Private,0,Other,41.41405105,-71.79693606,Rhode Island,0,No,No,No,Earth,Earth;Masonry,,,10,8,11,11,Less than 25 feet,112,0,1903,1900-1909,280,280,204,36,204,5457,,81,0,Low,Poor,No
Devil Canyon Second Afterbay,CA01364,State,State,1,Water Supply,34.20418,-117.335379,California,1,Yes,Yes,No,Earth,Earth,,Rock,40,30,88,88,51-100 feet,106,6000000,1995,1990-1999,960,960,850,36,6,2960,Uncontrolled,203,1,High,Satisfactory,No
Klees Pond Dam,MI00780,Private,Private,0,Recreation,45.35416667,-83.88166667,Michigan,10,Yes,No,No,Earth,Earth,,,8,8,8,8,Less than 25 feet,60,0,1950,1950-1959,115,115,115,36,3.5,,Uncontrolled,15,5,Low,Fair,No
Cannon Creek #2 Flooding Dam,MI01563,State,State,0,Recreation,44.49313381,-84.98838857,Michigan,9,No,No,No,Earth,Earth,,,7,5,7,7,Less than 25 feet,50,0,1964,1960-1969,70,,70,36,9.4,,Uncontrolled,16,5,Low,Poor,No
Twelve Oaks Mall Dam,MI00681,Private,Private,0,Other,42.49,-83.47,Michigan,0,No,No,No,Earth,Earth,,,14,5,14,14,Less than 25 feet,50,0,1976,1970-1979,245,245,200,36,0,69,Uncontrolled,14,5,Low,Not Rated,No
Lake Isabelle,CO01929,Private,Private,0,Irrigation,40.070006,-105.615564,Colorado,26,Yes,No,No,Rockfill,Rockfill,,,38,38,38,38,25-50 feet,0,1,1925,1920-1929,738,738,594,36,2,1262,None,60,0,Low,Fair,No
Godfrey Jack,OK21902,Private,Private,0,Irrigation,34.14223781,-96.74043726,Oklahoma,0,Yes,No,No,Earth,Earth,Earth,Soil,45,45,45,45,25-50 feet,,0,1979,1970-1979,190,190,95,36,,,Controlled,1,5,High,Not Rated,No
Frd No 2,KS02129,Local Government,Local Government,0,Flood Risk Reduction,37.49659855,-96.91427913,Kansas,21,Yes,No,Yes,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,38,38,41,41,25-50 feet,1945,126750,1972,1970-1979,2120.1,2120.1,188.14,35.9,4.41,,Uncontrolled,155,,Significant,Satisfactory,No
Keen Pond Dam,LA00512,Private,Private,0,Recreation,32.641,-93.915,Louisiana,4,Yes,No,No,Earth,Earth,Earth,Soil,11,8,8,11,Less than 25 feet,760,6100,,Undetermined,198,198,144,35.7,1.1,780,Uncontrolled,50,5,Low,Fair,No
Gator Lake Dam,TX07129,Private,Private,0,Recreation,32.0928,-95.7042,Texas,11.5,Yes,No,No,Earth,Earth,,,45,45,45,45,25-50 feet,625,0,,Undetermined,865.45,865.45,601,35.7,0.39,2400,Uncontrolled,25,,Low,Not Rated,No
Frd No 9,KS02090,Local Government,Local Government,0,Flood Risk Reduction,37.77984547,-96.60419666,Kansas,12,Yes,No,Yes,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,32,29,32,32,25-50 feet,1880,103750,1966,1960-1969,2809.59,2809.59,153,35.61,5.69,1230,Uncontrolled,100,,Low,,No
Honeybee Dam,NV10134,State,State,0,Fish and Wildlife Pond,36.52833,-114.42,Nevada,0,Yes,No,No,Earth,Earth,Earth,Soil,10,9,10,10,Less than 25 feet,2470,36000,1956,1950-1959,439,439,400,35.6,1,150,Uncontrolled,120,3,Significant,Poor,No
Edgefield Lake,LA00868,Private,Private,,Recreation,32.057791,-93.339433,Louisiana,0.6,Yes,No,No,Earth,Earth,Earth,Soil,8,8,8,8,Less than 25 feet,1530,10600,2012,Since 2000,144.5,144.5,115.7,35.6,0.46,53,Controlled,35,5,Low,Fair,No
Dd No 8,KS05491,Local Government,Local Government,0,Flood Risk Reduction,38.17053578,-97.22533299,Kansas,6,Yes,No,No,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,30,,,30,25-50 feet,1500,59100,1989,1980-1989,1220,1220,154.2,35.6,2.4,1679,Uncontrolled,140,,Low,,No
"Owega, Wsc8 Dam",IA03892,Local Government,Local Government,0,Fish and Wildlife Pond,42.275,-96.1222,Iowa,3,Yes,No,No,Earth,Earth,,Soil,9,,,9,Less than 25 feet,135,800,2004,Since 2000,548,548,38,35.6,1,,Uncontrolled,3,,Low,Not Rated,No
Upper Washita River WS SCS Site 10 Dam,TX02513,Local Government,Local Government,0,Flood Risk Reduction,35.715941,-100.313463,Texas,,Yes,No,Yes,Earth,Earth,,,39,39,39,39,25-50 feet,1280,88010,1962,1960-1969,1632,1632,200,35.5,8.65,4956,Uncontrolled,224,5,Significant,Fair,No
Visitor Center Dam,IL00114,Federal,Federal,0,Fish and Wildlife Pond,37.716667,-89.01667,Illinois,,Yes,Yes,No,Earth,Earth,Earth,Rock;Soil,21,20,26,26,25-50 feet,1065,64600,2009,Since 2000,380,380,174,35.5,0.74,160,Controlled,10,5,Low,Satisfactory,No
Damonte Ranch Flood Detention Basin Dam,NV10593,Private,Private,0,Flood Risk Reduction,39.4211,-119.7322,Nevada,0,Yes,No,No,Earth,Earth,Earth,Soil,10,4,10,10,Less than 25 feet,1000,100000,,Undetermined,365,365,0,35.5,1000,5000,Uncontrolled,100,1,High,Fair,No
SCS-Sugar Creek Site-043,OK20794,State,State,0,Flood Risk Reduction,35.126232,-98.364866,Oklahoma,,Yes,No,Yes,Earth,Earth,Earth,Soil,60,50,60,60,51-100 feet,950,0,1970,1970-1979,3225,3225,479,35.5,6.8,250,Controlled,4,1,High,Fair,No
Enlargement of The Shallow,WY02508,Private,Private,0,Fish and Wildlife Pond,44.263889,-104.639722,Wyoming,2,Yes,No,No,Earth,Earth,Earth,Soil,13,10,16,16,Less than 25 feet,1777,18780,2008,Since 2000,183,183,100,35.48,2.26,1350,Uncontrolled,100,5,Low,Fair,No
Elm Fork WS SCS Site 12 Dam,TX00542,Local Government,Local Government,0,Flood Risk Reduction,33.662664,-97.075442,Texas,,Yes,No,Yes,Earth,Earth,Earth;Unlisted/Unknown,Rock;Soil,27,27,27,27,25-50 feet,1650,92278,1958,1950-1959,1753,1753,169,35.3,3.3,11820,Uncontrolled,131.42,5,High,Fair,No
Tvinnereim Trust Dam,SD02654,Private,Private,,Recreation,45.434772,-97.577641,South Dakota,0,Yes,No,No,Earth,Earth,,Soil,8,8,8,8,Less than 25 feet,400,1055,2015,Since 2000,280,280,149,35.3,0.6,168,Uncontrolled,22,0,Low,,No
